,lokasi,kota,harga,K_tidur,K_mandi,luas_tanah_m2,luas_bangunan_m2,taman,AC,jalur_telepon,kolam_renang,CCTV
0,Babelan,Bekasi,470000000,2,1,72,48,no,no,no,no,no
1,Babelan,Bekasi,580000000,2,1,72,50,yes,no,no,no,no
2,Babelan,Bekasi,490000000,2,1,60,55,yes,no,no,no,no
3,Babelan,Bekasi,700000000,2,1,107,55,yes,no,no,no,no
4,Babelan,Bekasi,650000000,2,1,101,57,yes,no,no,no,no
5,Babelan,Bekasi,650000000,2,1,101,57,yes,no,no,no,no
6,Babelan,Bekasi,1200000000,3,2,90,66,no,no,yes,yes,no
7,Babelan,Bekasi,230000000,2,1,60,36,no,no,yes,no,no
8,Babelan,Bekasi,350000000,2,1,60,45,no,no,no,no,no
9,Babelan,Bekasi,470000000,2,1,72,48,no,no,no,no,no
10,Babelan,Bekasi,950000000,3,1,102,66,no,no,no,no,no
11,Bekasi Barat,Bekasi,1620000000,3,3,90,75,yes,no,no,no,no
12,Bekasi Barat,Bekasi,746000000,3,3,151,138,no,no,no,no,no
13,Bekasi Barat,Bekasi,1550000000,6,3,152,315,no,no,no,no,no
14,Bekasi Barat,Bekasi,2000000000,1,1,229,220,yes,no,no,no,no
15,Bekasi Barat,Bekasi,2300000000,4,3,270,330,no,no,no,no,no
16,Bekasi Barat,Bekasi,1660000000,4,4,108,156,no,no,no,no,no
17,Bekasi Barat,Bekasi,900000000,3,2,198,100,no,no,no,no,no
18,Bekasi Barat,Bekasi,4750000000,5,3,188,300,no,no,yes,no,no
19,Bekasi Barat,Bekasi,1200000000,3,1,103,102,no,no,yes,no,no
20,Bekasi Barat,Bekasi,870000000,3,2,96,83,yes,no,no,no,no
21,Bekasi Barat,Bekasi,5100000000,3,2,600,300,no,no,yes,no,no
22,Bekasi Barat,Bekasi,970000000,3,2,90,175,yes,no,no,no,no
23,Bekasi Barat,Bekasi,900000000,2,1,80,50,no,no,yes,no,no
24,Bekasi Barat,Bekasi,1750000000,2,2,149,101,no,no,yes,no,no
25,Bekasi Barat,Bekasi,1050000000,3,2,144,75,no,no,no,no,no
26,Bekasi Barat,Bekasi,1000000000,2,2,55,54,yes,no,no,no,no
27,Bekasi Barat,Bekasi,3400000000,3,4,278,183,no,no,yes,no,no
28,Bekasi Barat,Bekasi,3500000000,3,3,200,275,no,no,yes,no,no
29,Bekasi Barat,Bekasi,910000000,4,2,105,78,no,no,no,no,no
30,Bekasi Barat,Bekasi,1130000000,3,1,112,112,no,no,no,no,no
31,Bekasi Barat,Bekasi,1100000000,2,1,143,55,yes,no,no,no,no
32,Bekasi Barat,Bekasi,560000000,2,2,60,100,no,no,no,no,no
33,Bekasi Barat,Bekasi,1180000000,3,1,108,90,yes,no,no,no,no
34,Bekasi Barat,Bekasi,1350000000,3,2,126,126,no,no,no,no,no
35,Bekasi Barat,Bekasi,2270000000,5,3,144,158,yes,no,no,yes,no
36,Bekasi Barat,Bekasi,900000000,3,2,90,70,yes,no,yes,no,no
37,Bekasi Barat,Bekasi,1020000000,2,2,105,75,yes,no,no,no,no
38,Bekasi Barat,Bekasi,1720000000,3,3,108,160,yes,no,no,no,no
39,Bekasi Barat,Bekasi,1930000000,4,2,120,200,yes,no,no,no,no
40,Bekasi Barat,Bekasi,6000000000,6,3,300,450,no,no,no,yes,no
41,Bekasi Barat,Bekasi,1300000000,2,2,126,55,yes,no,no,no,no
42,Bekasi Barat,Bekasi,810000000,3,1,60,100,no,no,no,no,no
43,Bekasi Barat,Bekasi,1690000000,2,1,160,160,no,no,no,no,no
44,Bekasi Barat,Bekasi,1040000000,3,2,55,93,no,no,no,no,no
45,Bekasi Barat,Bekasi,540000000,2,1,72,54,no,no,no,no,no
46,Bekasi Barat,Bekasi,700000000,2,1,107,55,no,no,no,no,no
47,Bekasi Barat,Bekasi,1560000000,3,3,90,150,yes,no,no,no,no
48,Bekasi Barat,Bekasi,2120000000,3,3,108,69,no,no,yes,no,no
49,Bekasi Barat,Bekasi,957000000,3,2,72,108,no,no,no,no,no
50,Bekasi Barat,Bekasi,1020000000,3,2,90,69,yes,no,no,no,no
51,Bekasi Barat,Bekasi,1290000000,5,4,100,230,no,no,no,no,no
52,Bekasi Barat,Bekasi,1160000000,2,2,97,75,yes,no,no,no,no
53,Bekasi Barat,Bekasi,680000000,2,1,60,50,yes,no,no,no,no
54,Bekasi Barat,Bekasi,1350000000,5,2,234,120,no,no,no,no,no
55,Bekasi Barat,Bekasi,2600000000,3,2,88,130,yes,no,no,no,no
56,Bekasi Barat,Bekasi,1550000000,3,2,74,111,yes,no,yes,no,no
57,Bekasi Barat,Bekasi,5000000000,4,2,300,350,no,no,no,no,no
58,Bekasi Barat,Bekasi,1290000000,3,2,126,100,no,no,no,no,no
59,Bekasi Barat,Bekasi,1250000000,2,2,108,69,no,no,no,no,no
60,Bekasi Barat,Bekasi,1500000000,3,3,90,150,yes,no,no,no,no
61,Bekasi Barat,Bekasi,1610000000,5,3,160,100,no,no,no,no,no
62,Bekasi Barat,Bekasi,2310000000,3,4,110,120,no,no,no,no,no
63,Bekasi Barat,Bekasi,650000000,2,1,90,60,no,no,no,no,no
64,Bekasi Barat,Bekasi,1600000000,2,2,90,53,no,no,no,no,no
65,Bekasi Barat,Bekasi,1130000000,2,1,90,80,yes,no,no,no,no
66,Bekasi Barat,Bekasi,2890000000,4,3,238,180,yes,no,no,no,no
67,Bekasi Barat,Bekasi,824000000,3,1,72,48,yes,no,no,no,no
68,Bekasi Barat,Bekasi,1750000000,3,3,120,160,no,no,no,no,no
69,Bekasi Barat,Bekasi,1190000000,2,2,144,53,yes,no,no,no,no
70,Bekasi Barat,Bekasi,950000000,3,2,105,85,no,no,no,no,no
71,Bekasi Barat,Bekasi,1390000000,4,3,135,150,no,no,no,no,no
72,Bekasi Barat,Bekasi,1250000000,3,3,114,69,yes,no,no,no,no
73,Bekasi Barat,Bekasi,1750000000,2,2,149,101,no,no,yes,no,no
74,Bekasi Barat,Bekasi,1050000000,3,2,144,75,no,no,no,no,no
75,Bekasi Barat,Bekasi,1000000000,2,2,55,54,yes,no,no,no,no
76,Bekasi Barat,Bekasi,3400000000,3,4,278,183,no,no,yes,no,no
77,Bekasi Barat,Bekasi,3500000000,3,3,200,275,no,no,yes,no,no
78,Bekasi Barat,Bekasi,910000000,4,2,105,78,no,no,no,no,no
79,Bekasi Barat,Bekasi,1130000000,3,1,112,112,no,no,no,no,no
80,Bekasi Barat,Bekasi,1670000000,3,3,90,75,yes,no,no,no,yes
81,Bekasi Barat,Bekasi,1950000000,3,2,220,180,yes,no,no,no,no
82,Bekasi Selatan,Bekasi,860000000,3,2,128,95,no,no,no,no,no
83,Bekasi Selatan,Bekasi,720000000,2,1,60,65,no,no,no,no,no
84,Bekasi Selatan,Bekasi,940000000,3,2,72,90,no,no,no,no,no
85,Bekasi Selatan,Bekasi,860000000,2,1,101,70,no,no,no,no,no
86,Bekasi Selatan,Bekasi,590000000,2,1,60,51,no,no,no,no,no
87,Bekasi Selatan,Bekasi,1710000000,2,2,116,90,yes,no,no,no,no
88,Bekasi Selatan,Bekasi,680000000,2,2,90,42,yes,no,no,no,no
89,Bekasi Selatan,Bekasi,1290000000,4,3,201,175,yes,no,no,no,no
90,Bekasi Selatan,Bekasi,810000000,2,1,120,90,yes,no,no,no,no
91,Bekasi Selatan,Bekasi,2360000000,3,3,213,200,yes,no,no,no,no
92,Bekasi Selatan,Bekasi,1930000000,4,3,144,135,yes,no,no,no,no
93,Bekasi Selatan,Bekasi,1070000000,5,1,89,89,no,no,no,no,no
94,Bekasi Selatan,Bekasi,870000000,3,2,96,83,no,no,yes,no,no
95,Bekasi Selatan,Bekasi,870000000,3,2,96,83,yes,no,no,no,no
96,Bekasi Selatan,Bekasi,5100000000,3,2,600,300,no,no,yes,no,no
97,Bekasi Selatan,Bekasi,970000000,3,2,90,175,yes,no,no,no,no
98,Bekasi Selatan,Bekasi,1180000000,2,1,90,60,yes,no,no,no,no
99,Bekasi Selatan,Bekasi,2360000000,3,3,213,200,yes,no,no,no,no
100,Bekasi Selatan,Bekasi,650000000,3,2,77,154,no,no,no,no,no
101,Bekasi Selatan,Bekasi,1720000000,3,2,150,100,yes,no,no,no,no
102,Bekasi Selatan,Bekasi,1180000000,2,1,108,121,yes,no,no,no,no
103,Bekasi Selatan,Bekasi,2680000000,4,2,150,250,yes,no,no,no,no
104,Bekasi Selatan,Bekasi,1200000000,3,2,95,88,yes,no,no,no,no
105,Bekasi Selatan,Bekasi,650000000,2,1,112,65,yes,no,no,no,no
106,Bekasi Selatan,Bekasi,810000000,2,1,120,90,yes,no,no,no,no
107,Bekasi Selatan,Bekasi,1500000000,4,2,150,192,yes,no,no,no,no
108,Bekasi Selatan,Bekasi,1130000000,2,1,90,80,yes,no,no,no,no
109,Bekasi Selatan,Bekasi,1070000000,4,3,100,200,yes,no,no,no,no
110,Bekasi Selatan,Bekasi,1930000000,4,3,144,135,no,no,no,no,no
111,Bekasi Selatan,Bekasi,2460000000,5,2,305,200,no,no,no,no,no
112,Bekasi Selatan,Bekasi,1750000000,5,2,187,224,yes,no,yes,no,no
113,Bekasi Selatan,Bekasi,15000000000,5,4,630,450,yes,no,no,no,no
114,Bekasi Selatan,Bekasi,1600000000,4,1,162,180,no,no,yes,no,no
115,Bekasi Selatan,Bekasi,550000000,3,1,154,100,no,no,no,no,no
116,Bekasi Selatan,Bekasi,1400000000,3,3,84,120,yes,no,no,no,no
117,Bekasi Selatan,Bekasi,1400000000,3,3,84,120,yes,no,no,no,no
118,Bekasi Timur,Bekasi,1100000000,2,2,60,50,yes,no,no,no,no
119,Bekasi Timur,Bekasi,870000000,2,2,60,47,yes,no,no,no,no
120,Bekasi Timur,Bekasi,1820000000,4,3,270,100,no,no,yes,no,no
121,Bekasi Timur,Bekasi,560000000,2,1,45,90,no,no,no,no,no
122,Bekasi Timur,Bekasi,1610000000,3,2,144,130,no,no,no,no,no
123,Bekasi Timur,Bekasi,750000000,2,1,54,84,no,no,no,no,no
124,Bekasi Timur,Bekasi,700000000,2,1,92,37,no,no,no,no,no
125,Bekasi Timur,Bekasi,1470000000,3,3,90,75,yes,no,no,no,no
126,Bekasi Timur,Bekasi,650000000,3,2,77,154,yes,no,no,no,no
127,Bekasi Timur,Bekasi,1610000000,4,3,216,200,no,no,no,no,no
128,Bekasi Timur,Bekasi,1070000000,2,1,124,60,yes,no,no,no,no
129,Bekasi Timur,Bekasi,910000000,3,1,74,70,yes,no,no,no,no
130,Bekasi Timur,Bekasi,716000000,3,2,80,110,no,no,yes,no,no
131,Bekasi Timur,Bekasi,540000000,2,1,72,40,yes,no,no,no,no
132,Bekasi Timur,Bekasi,650000000,3,2,60,120,yes,no,no,no,no
133,Bekasi Timur,Bekasi,1610000000,4,3,138,59,no,no,no,no,no
134,Bekasi Timur,Bekasi,540000000,2,2,77,77,yes,no,no,no,no
135,Bekasi Timur,Bekasi,810000000,2,1,38,86,no,no,no,no,no
136,Bekasi Timur,Bekasi,590000000,2,1,90,55,no,no,no,no,no
137,Bekasi Timur,Bekasi,600000000,2,1,66,50,yes,no,no,no,yes
138,Bekasi Timur,Bekasi,2550000000,3,3,145,120,yes,no,no,no,no
139,Bekasi Timur,Bekasi,700000000,2,1,65,65,yes,no,no,no,no
140,Bekasi Timur,Bekasi,560000000,4,2,300,250,no,no,no,no,no
141,Bekasi Timur,Bekasi,767000000,3,2,96,83,yes,no,no,no,no
142,Bekasi Timur,Bekasi,700000000,3,2,72,144,yes,no,no,no,no
143,Bekasi Timur,Bekasi,2040000000,3,3,99,103,yes,no,no,no,no
144,Bekasi Timur,Bekasi,1020000000,4,3,72,150,yes,no,no,no,no
145,Bekasi Timur,Bekasi,970000000,3,2,90,175,yes,no,no,no,no
146,Bekasi Timur,Bekasi,855000000,3,2,235,150,no,no,no,no,no
147,Bekasi Timur,Bekasi,1180000000,3,3,84,90,yes,no,no,no,no
148,Bekasi Timur,Bekasi,860000000,3,1,108,144,yes,no,no,no,no
149,Bekasi Timur,Bekasi,470000000,2,1,65,38,no,no,no,no,no
150,Bekasi Timur,Bekasi,525000000,2,1,78,36,no,no,yes,no,no
151,Bekasi Timur,Bekasi,2900000000,4,4,526,110,yes,no,yes,no,no
152,Bekasi Timur,Bekasi,575000000,3,1,96,90,yes,no,no,no,no
153,Bekasi Utara,Bekasi,560000000,2,1,90,45,yes,no,no,no,no
154,Bekasi Utara,Bekasi,810000000,3,1,60,100,yes,no,no,no,no
155,Bekasi Utara,Bekasi,540000000,2,1,72,54,no,no,no,no,no
156,Bekasi Utara,Bekasi,1290000000,5,4,100,230,no,no,no,no,no
157,Bekasi Utara,Bekasi,910000000,3,1,74,70,no,no,no,no,no
158,Bekasi Utara,Bekasi,490000000,2,1,60,55,no,no,no,no,no
159,Bekasi Utara,Bekasi,1490000000,3,3,79,105,yes,no,no,no,no
160,Bekasi Utara,Bekasi,1200000000,3,2,90,100,yes,no,yes,no,no
161,Bekasi Utara,Bekasi,685000000,2,1,105,60,yes,no,yes,no,no
162,Bekasi Utara,Bekasi,540000000,2,1,72,40,yes,no,no,no,no
163,Bekasi Utara,Bekasi,2890000000,4,3,238,180,yes,no,no,no,no
164,Bekasi Utara,Bekasi,1600000000,3,3,105,130,yes,no,no,no,no
165,Bekasi Utara,Bekasi,1490000000,3,3,90,122,yes,no,no,no,no
166,Bekasi Utara,Bekasi,910000000,2,1,124,60,no,no,no,no,no
167,Bekasi Utara,Bekasi,540000000,2,1,60,40,no,no,no,no,no
168,Bekasi Utara,Bekasi,800000000,2,2,130,70,no,no,no,no,no
169,Bekasi Utara,Bekasi,1930000000,4,2,120,200,yes,no,no,no,no
170,Bekasi Utara,Bekasi,1560000000,3,3,90,150,yes,no,no,no,no
171,Bekasi Utara,Bekasi,650000000,2,1,101,57,no,no,no,no,no
172,Bekasi Utara,Bekasi,540000000,2,1,70,45,no,no,no,no,no
173,Bekasi Utara,Bekasi,1160000000,2,2,97,75,no,no,no,no,no
174,Bekasi Utara,Bekasi,215000000,2,2,72,60,no,no,yes,no,no
175,Bekasi Utara,Bekasi,1010000000,3,2,60,110,yes,no,no,no,no
176,Bekasi Utara,Bekasi,710000000,2,1,60,51,yes,no,no,no,no
177,Bekasi Utara,Bekasi,910000000,4,2,105,78,yes,no,no,no,no
178,Bekasi Utara,Bekasi,560000000,2,2,60,100,yes,no,no,no,no
179,Bekasi Utara,Bekasi,860000000,3,1,108,144,yes,no,no,no,no
180,Bekasi Utara,Bekasi,630000000,2,1,66,58,no,no,no,no,no
181,Bekasi Utara,Bekasi,1700000000,3,3,90,122,no,no,no,no,no
182,Bekasi Utara,Bekasi,1050000000,3,1,78,78,no,no,no,no,no
183,Bekasi Utara,Bekasi,750000000,2,1,84,54,no,no,no,no,no
184,Bekasi Utara,Bekasi,1390000000,2,2,224,75,no,no,no,no,no
185,Bekasi Utara,Bekasi,680000000,2,1,60,50,no,no,no,no,no
186,Bekasi Utara,Bekasi,680000000,3,2,60,80,no,no,no,no,no
187,Bekasi Utara,Bekasi,1990000000,4,3,144,258,yes,no,no,no,no
188,Bekasi Utara,Bekasi,12000000000,6,6,1782,600,no,no,yes,no,yes
189,Bekasi Utara,Bekasi,5500000000,5,5,180,297,yes,no,no,no,no
190,Bekasi Utara,Bekasi,2450000000,3,3,136,170,yes,no,no,no,no
191,Bekasi Utara,Bekasi,700000000,2,1,107,55,no,no,no,no,no
192,Bekasi Utara,Bekasi,650000000,2,1,101,57,yes,no,no,no,no
193,Bekasi Utara,Bekasi,4950000000,3,3,245,400,no,no,no,no,no
194,Bekasi Utara,Bekasi,3500000000,2,3,136,260,no,no,yes,no,no
195,Bekasi Utara,Bekasi,1050000000,3,1,78,78,no,no,no,no,no
196,Bekasi Utara,Bekasi,2100000000,4,2,119,115,no,no,no,no,no
197,Bekasi Utara,Bekasi,540000000,2,1,72,40,yes,no,no,no,no
198,Bekasi Utara,Bekasi,560000000,2,1,90,45,yes,no,no,no,no
199,Bekasi Utara,Bekasi,860000000,3,1,108,144,yes,no,no,no,no
200,Bekasi Utara,Bekasi,1060000000,4,2,72,90,no,no,no,no,no
201,Bekasi Utara,Bekasi,1820000000,4,1,270,100,no,no,no,no,no
202,Bekasi Utara,Bekasi,2350000000,3,2,119,100,no,no,no,yes,no
203,Bekasi Utara,Bekasi,4500000000,5,4,180,210,yes,no,no,no,no
204,Bekasi Utara,Bekasi,4500000000,5,4,180,210,yes,no,no,no,no
205,Bekasi Utara,Bekasi,540000000,2,1,72,54,no,no,no,no,no
206,Bekasi Utara,Bekasi,560000000,2,2,60,100,no,no,no,no,no
207,Bekasi Utara,Bekasi,2000000000,2,3,91,65,yes,no,no,no,no
208,Bekasi Utara,Bekasi,5500000000,5,5,180,297,yes,no,no,no,no
209,Bekasi Utara,Bekasi,1300000000,3,2,66,88,no,no,no,no,no
210,Cibitung,Bekasi,850000000,2,1,72,54,yes,no,no,no,no
211,Cibitung,Bekasi,250000000,1,1,84,21,no,no,yes,no,no
212,Cibitung,Bekasi,8000000000,6,5,400,700,no,no,no,yes,no
213,Cibitung,Bekasi,1100000000,1,1,161,41,no,no,no,no,no
214,Cikarang Barat,Bekasi,300000000,2,1,60,29,no,no,no,no,no
215,Cikarang Barat,Bekasi,970000000,4,2,144,76,no,no,no,no,no
216,Cikarang Barat,Bekasi,540000000,2,1,72,60,no,no,no,no,no
217,Cikarang Barat,Bekasi,950000000,2,2,54,43,no,no,yes,no,no
218,Cikarang Barat,Bekasi,800000000,2,2,50,43,no,no,yes,no,no
219,Cikarang Barat,Bekasi,1400000000,3,3,105,87,yes,no,no,no,no
220,Cikarang Barat,Bekasi,750000000,2,1,84,84,yes,no,no,no,no
221,Cikarang Barat,Bekasi,1180000000,2,2,72,36,yes,no,no,no,no
222,Cikarang Barat,Bekasi,540000000,2,1,60,60,yes,no,no,no,no
223,Cikarang Pusat,Bekasi,750000000,2,2,78,102,no,no,no,no,no
224,Cikarang Pusat,Bekasi,700000000,3,2,78,120,no,no,no,no,no
225,Cikarang Pusat,Bekasi,540000000,2,1,36,72,yes,no,no,no,no
226,Cikarang Pusat,Bekasi,1360000000,3,2,120,70,yes,no,no,no,no
227,Cikarang Pusat,Bekasi,2360000000,4,3,240,108,yes,no,no,no,no
228,Cikarang Pusat,Bekasi,1500000000,15,15,135,250,no,no,no,no,no
229,Cikarang Pusat,Bekasi,1020000000,4,3,72,150,no,no,no,no,no
230,Cikarang Timur,Bekasi,420000000,3,1,90,90,no,no,no,no,no
231,Cikarang Timur,Bekasi,540000000,2,2,77,77,no,no,no,no,no
232,Cikarang Timur,Bekasi,767000000,3,2,96,83,yes,no,no,no,no
233,Cikarang Timur,Bekasi,2680000000,4,3,90,126,yes,no,no,no,no
234,Cikarang Timur,Bekasi,1160000000,2,2,97,75,yes,no,no,no,no
235,Cikarang Timur,Bekasi,2550000000,3,3,145,120,no,no,no,no,no
236,Cikarang Timur,Bekasi,650000000,3,2,60,120,no,no,no,no,no
237,Cikarang Timur,Bekasi,560000000,2,1,60,42,no,no,no,no,no
238,Cikarang Timur,Bekasi,802000000,3,2,108,160,yes,no,no,no,no
239,Cikarang Utara,Bekasi,540000000,2,1,72,60,yes,no,no,no,no
240,Cikarang Utara,Bekasi,1000000000,4,3,77,84,no,no,yes,no,no
241,Cikarang Utara,Bekasi,900000000,3,2,60,60,no,no,yes,no,no
242,Cikarang Utara,Bekasi,1000000000,4,3,77,84,yes,no,no,no,no
243,Cikarang Utara,Bekasi,900000000,3,2,60,60,no,no,yes,no,no
244,Cikarang Utara,Bekasi,1000000000,4,3,77,84,no,no,yes,no,no
245,Cikarang Utara,Bekasi,900000000,3,2,60,60,no,no,yes,no,no
246,Cikarang Utara,Bekasi,1000000000,4,3,77,84,no,no,yes,no,no
247,Cikarang Utara,Bekasi,900000000,3,2,60,60,no,no,yes,no,no
248,Cikarang Utara,Bekasi,1000000000,4,3,77,84,no,no,yes,no,no
249,Cikarang Utara,Bekasi,900000000,3,2,60,60,no,no,yes,no,no
250,Cikarang Utara,Bekasi,500000000,2,1,60,60,no,no,yes,no,no
251,Jatiasih,Bekasi,1970000000,4,2,108,132,no,no,yes,no,no
252,Jatiasih,Bekasi,1610000000,2,1,72,45,yes,no,no,no,no
253,Jatiasih,Bekasi,1180000000,3,2,120,90,yes,no,no,no,no
254,Jatiasih,Bekasi,2460000000,5,2,305,200,no,no,no,no,no
255,Jatiasih,Bekasi,1100000000,2,2,60,50,yes,no,no,no,no
256,Jatiasih,Bekasi,800000000,3,2,75,77,yes,no,no,no,no
257,Jatiasih,Bekasi,500000000,2,1,65,45,yes,no,no,no,yes
258,Jatiasih,Bekasi,800000000,3,2,84,85,no,no,no,no,no
259,Jatiasih,Bekasi,1150000000,4,3,96,150,no,no,yes,no,no
260,Jatiasih,Bekasi,1070000000,4,3,100,200,yes,no,no,no,no
261,Jatiasih,Bekasi,910000000,4,2,89,160,yes,no,no,no,no
262,Jatiasih,Bekasi,615000000,2,1,81,55,no,yes,yes,no,no
263,Jatiasih,Bekasi,550000000,2,1,70,45,yes,no,no,no,no
264,Jatiasih,Bekasi,775000000,2,1,89,60,yes,no,no,no,no
265,Jatiasih,Bekasi,540000000,2,1,63,68,yes,no,no,no,no
266,Jatiasih,Bekasi,940000000,4,2,120,84,yes,no,no,no,no
267,Jatiasih,Bekasi,646000000,3,2,61,66,no,yes,no,no,no
268,Jatiasih,Bekasi,25000000000,6,4,2500,1000,no,no,yes,no,no
269,Jatiasih,Bekasi,1180000000,2,1,90,60,yes,no,no,no,no
270,Jatiasih,Bekasi,1720000000,3,2,150,100,yes,no,no,no,no
271,Jatiasih,Bekasi,900000000,3,2,77,83,yes,no,no,no,no
272,Jatiasih,Bekasi,1170000000,3,2,90,130,no,no,no,no,no
273,Jatiasih,Bekasi,980000000,2,1,90,48,no,no,no,no,no
274,Jatiasih,Bekasi,810000000,4,2,72,96,yes,no,no,no,no
275,Jatiasih,Bekasi,508000000,2,1,55,45,yes,no,no,no,no
276,Jatiasih,Bekasi,860000000,3,2,82,156,no,no,no,no,no
277,Jatiasih,Bekasi,1930000000,3,2,170,170,yes,no,no,no,no
278,Jatiasih,Bekasi,910000000,3,2,120,72,yes,no,no,no,no
279,Jatiasih,Bekasi,860000000,2,1,91,45,yes,no,no,no,no
280,Jatiasih,Bekasi,1150000000,2,2,100,100,yes,no,no,no,no
281,Jatiasih,Bekasi,790000000,2,1,88,55,no,no,yes,no,no
282,Jatiasih,Bekasi,2680000000,4,2,150,250,yes,no,no,no,no
283,Jatiasih,Bekasi,860000000,3,2,82,156,yes,no,no,no,no
284,Jatiasih,Bekasi,508000000,2,1,65,45,no,no,no,no,no
285,Jatiasih,Bekasi,1970000000,4,2,108,132,no,no,yes,no,no
286,Jatiasih,Bekasi,1610000000,2,1,72,45,yes,no,no,no,no
287,Jatiasih,Bekasi,1180000000,3,2,120,90,yes,no,no,no,no
288,Jatiasih,Bekasi,1300000000,3,3,110,110,yes,no,no,no,no
289,Jatisampurna,Bekasi,1670000000,3,3,90,140,yes,no,no,no,no
290,Jatisampurna,Bekasi,1600000000,4,3,98,100,yes,no,no,no,no
291,Jatisampurna,Bekasi,2700000000,3,2,504,398,yes,no,no,no,no
292,Jatisampurna,Bekasi,2240000000,2,2,114,90,yes,no,no,no,no
293,Jatisampurna,Bekasi,1230000000,3,2,90,140,yes,no,no,no,no
294,Jatisampurna,Bekasi,2500000000,4,3,170,90,yes,no,no,no,no
295,Jatisampurna,Bekasi,730000000,2,2,107,107,yes,no,no,no,no
296,Jatisampurna,Bekasi,2040000000,2,2,103,54,yes,no,no,no,no
297,Medan Satria,Bekasi,680000000,2,1,90,52,no,yes,no,no,no
298,Medan Satria,Bekasi,920000000,4,2,93,140,yes,no,no,no,no
299,Mustika Jaya,Bekasi,1100000000,2,2,60,50,yes,no,no,no,no
300,Mustika Jaya,Bekasi,616000000,2,1,72,72,no,no,yes,no,no
301,Mustika Jaya,Bekasi,985000000,3,2,90,100,yes,no,yes,no,no
302,Mustika Jaya,Bekasi,860000000,3,2,128,95,no,no,yes,no,no
303,Mustika Jaya,Bekasi,545000000,2,1,72,38,yes,no,no,no,no
304,Mustika Jaya,Bekasi,870000000,2,1,60,47,yes,no,no,no,no
305,Mustika Jaya,Bekasi,940000000,3,2,72,90,yes,no,no,no,no
306,Mustika Jaya,Bekasi,757000000,3,2,128,95,yes,no,no,no,no
307,Mustika Jaya,Bekasi,757000000,3,2,128,95,yes,no,no,no,no
308,Mustika Jaya,Bekasi,700000000,2,1,97,55,no,no,yes,no,no
309,Mustika Jaya,Bekasi,370000000,4,3,180,240,no,no,yes,no,no
310,Mustika Jaya,Bekasi,940000000,3,2,72,90,no,no,yes,no,no
311,Mustika Jaya,Bekasi,1740000000,6,3,240,345,no,no,no,no,no
312,Mustika Jaya,Bekasi,810000000,3,2,72,55,no,no,no,no,no
313,Mustika Jaya,Bekasi,870000000,3,2,96,83,no,no,no,no,no
314,Mustika Jaya,Bekasi,870000000,2,2,60,47,no,no,no,no,no
315,Mustika Jaya,Bekasi,940000000,3,2,72,90,yes,no,no,no,no
316,Mustika Jaya,Bekasi,1800000000,4,2,144,100,yes,no,no,no,no
317,Mustika Jaya,Bekasi,616000000,2,1,72,72,no,no,yes,no,no
318,Mustika Jaya,Bekasi,775000000,2,1,72,55,yes,no,yes,no,no
319,Pondok Gede,Bekasi,1720000000,3,2,150,100,no,no,no,no,no
320,Pondok Gede,Bekasi,810000000,2,1,120,90,no,no,no,no,no
321,Pondok Gede,Bekasi,5500000000,5,5,720,609,no,no,no,no,yes
322,Pondok Gede,Bekasi,2680000000,5,3,128,240,no,no,no,no,no
323,Pondok Gede,Bekasi,12200000000,5,4,2448,800,no,no,no,yes,no
324,Pondok Gede,Bekasi,790000000,2,2,85,60,no,no,no,no,no
325,Pondok Gede,Bekasi,650000000,2,1,112,65,no,no,no,no,no
326,Pondok Gede,Bekasi,1490000000,3,2,62,120,yes,no,no,no,no
327,Pondok Gede,Bekasi,1450000000,3,3,100,130,yes,no,no,no,no
328,Pondok Gede,Bekasi,2140000000,4,2,90,88,yes,no,no,no,no
329,Pondok Gede,Bekasi,1930000000,4,2,117,96,yes,no,no,no,no
330,Pondok Gede,Bekasi,860000000,2,1,91,45,yes,no,no,no,no
331,Pondok Gede,Bekasi,1930000000,3,2,170,170,no,no,no,no,no
332,Pondok Gede,Bekasi,1610000000,4,3,84,120,no,no,no,no,no
333,Pondok Gede,Bekasi,1070000000,4,3,100,200,no,no,no,no,no
334,Pondok Gede,Bekasi,1180000000,2,1,90,60,no,no,no,no,no
335,Pondok Gede,Bekasi,899000000,3,2,66,78,yes,no,no,no,no
336,Pondok Gede,Bekasi,2680000000,4,2,150,250,yes,no,no,no,no
337,Pondok Gede,Bekasi,860000000,3,2,82,156,yes,no,no,no,no
338,Pondok Gede,Bekasi,850000000,3,2,88,150,yes,no,no,no,no
339,Pondok Gede,Bekasi,2460000000,5,2,305,200,no,no,no,no,no
340,Pondok Gede,Bekasi,1720000000,5,3,154,180,no,no,no,no,no
341,Pondok Gede,Bekasi,1180000000,3,2,120,90,no,no,no,no,no
342,Pondok Gede,Bekasi,1500000000,3,2,197,150,yes,no,no,no,no
343,Pondok Gede,Bekasi,810000000,2,1,80,75,yes,no,no,no,no
344,Pondok Gede,Bekasi,14000000000,6,6,1800,300,no,yes,no,no,no
345,Pondok Gede,Bekasi,1250000000,3,2,74,70,yes,no,no,no,no
346,Pondok Gede,Bekasi,2360000000,3,2,144,183,no,no,no,no,no
347,Pondok Gede,Bekasi,1610000000,2,1,70,45,no,no,no,no,no
348,Pondok Gede,Bekasi,1610000000,3,2,72,65,no,no,no,no,no
